pid,ad_title,target_age_group,target_gender,target_mood,target_weather
89GB3D8CY2K5ZJOL,raincoat for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
KPHX0OGQL6GSMITC,raincoat for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
ELN3KEO0FJA90V0Z,hot coffee for kids bringing simple in cold weather,Kids,Male,neutral,cold
BLT0ET9DFNQH9EHB,ladies cozy beanie for adults bringing comfort in cold weather,65+,Female,Angry,cold
993XD4606LHRXI7J,winter jacket for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
IWMKQEFX0JZR94PG,soft gloves for kids bringing delight in cold weather,Kids,Female,Happy,cold
7ME0CDFCYG8GJ8EE,ladies hot coffee for young adults bringing delight in cold weather,18-39,Female,Happy,cold
IBSC959ZW8Q99IHT,cozy beanie for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
Z85D2LQYEL14FAA4,raincoat for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
WZ8ACC2RNI4KVPTR,warm hoodie for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
LRH3NJR316IOJKUF,cozy beanie for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
FO5AP3BIQO7H1BNK,winter jacket for adults bringing comfort in cold weather,65+,Female,Angry,cold
EUDWVWMFC7OPGIUZ,ladies waterproof boots for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
RO8W1ZA2SCYAF6N7,ladies winter jacket for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
66MQ5QNM0XFWLVNR,windbreaker for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
WNA3DLA3QYCQTN73,raincoat for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
SG26NO0NTV41PP9O,ladies waterproof boots for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
4PMNO9885CT9NLOX,soft gloves for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
J2W20O0JNJSR06RF,waterproof boots for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
PNZ76V4REXJ5VMV0,cozy beanie for kids bringing simple in cold weather,Kids,Female,neutral,cold
XEOB1ZRDK64HTS2Q,tea pack for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
77HIPTSNMCN4WUWO,winter jacket for kids bringing warmth in cold weather,Kids,Male,Sad,cold
FYCPUB007QMIRHJY,moisture cream for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
IBFEFMVFLCRH9JVW,raincoat for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
ZXZOU37LU81G09BP,ladies cozy beanie for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
BC4IVMDTNXWL05PX,waterproof boots for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
OVT4TP0RLV9L2V3G,cozy beanie for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
4X199NSBL3A1MASB,moisture cream for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
QQINTQQM9I1B0S81,ladies soft gloves for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
AEEBBNPMQEXW3VXH,ladies umbrella for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
AYW3WDSSMF516APN,hot coffee for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
B57MGUT8RMK5QAGK,umbrella for adults bringing delight in rainy weather,65+,Female,Happy,rainy
MP64BD36SAVFSAT6,raincoat for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
OPJK4DFWNGC2O9C8,ladies warm hoodie for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
LSCVZ0E3Q3I4RJTZ,raincoat for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
EWKF830WRABE39JA,thermal wear for kids bringing comfort in cold weather,Kids,Female,Angry,cold
JO6TKCPSEZHYDB8P,tea pack for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
PTTE7OVXCIHE8H5M,ladies tea pack for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
8GTMUZXZ5VOJWN0G,soft gloves for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
0JILETGCP9ZT6I18,winter jacket for kids bringing warmth in cold weather,Kids,Male,Sad,cold
CTKXELSUJSL32LSF,waterproof boots for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
OWRA73GMLQPVQ882,raincoat for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
9VZ1NZ314IJQ63CM,hot coffee for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
QTKW069YFAWY69EX,winter jacket for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
P1INK64SNDZ8UNVR,moisture cream for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
5TDKLY5Q95BJXNWD,windbreaker for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
9W9DL8IW52J9XPNV,tea pack for adults bringing delight in rainy weather,65+,Male,Happy,rainy
JMGB8RPDHIIGY6B0,ladies hot coffee for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
FAVTCF6YW6YCWE1E,moisture cream for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
4L8QHZVH21EUKBBX,ladies warm hoodie for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
PA9OGWNT8D5LHFCM,warm hoodie for adults bringing warmth in cold weather,65+,Male,Sad,cold
DXIN1GIS2LRBQR0C,thermal wear for adults bringing simple in cold weather,65+,Male,neutral,cold
XOQJV29KWYQWMKZA,soft gloves for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
0V6WV62UIWUP3SG1,ladies moisture cream for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
I6X3LX1XI2ZCWOW0,windbreaker for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
YOZXC8XDZHNFJ8ES,hot coffee for adults bringing delight in cold weather,65+,Male,Happy,cold
14P1U1X7A1J07QVZ,ladies waterproof boots for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
RMQZIDSVLY7LKMYL,winter jacket for kids bringing comfort in cold weather,Kids,Male,Angry,cold
6MQKTAI9O3A4YEOH,winter jacket for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
9BGYQEAAOAB7DLAI,ladies waterproof boots for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
TMT5462UUWTSPTK2,ladies windbreaker for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
0FO3THSA6VNT2M2K,ladies tea pack for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
IS5URR14ZBQUBPYZ,thermal wear for young adults bringing delight in cold weather,18-39,Male,Happy,cold
DAA0TKIK8KAPH545,soft gloves for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
S52BLFB0LTEHZ2NR,windbreaker for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
RNER760OMBAPYZDX,umbrella for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
L4MPL9RYKJAP3AZL,cozy beanie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
AYYJGSZ9RBBTB6ZK,cozy beanie for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
AS74INZ5SEAFWQ9R,ladies cozy beanie for kids bringing warmth in cold weather,Kids,Female,Sad,cold
XIQILHNKAUEH8SLO,waterproof boots for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
HFHVTWQRWSFFY140,cozy beanie for kids bringing simple in cold weather,Kids,Male,neutral,cold
9TGJZUV85BEP1OUQ,ladies umbrella for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
HGXUEUEKLJ42QS74,thermal wear for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
NNCNI2SBU0QJNTRB,waterproof boots for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
NOIZXJBDX5XTYRA4,hot coffee for young adults bringing simple in cold weather,18-39,Female,neutral,cold
DBBJ4DXVR7J3Q53R,tea pack for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
J78PQ5NG86Q9I6GE,hot coffee for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
2FI7OFQ8NXA6RY11,windbreaker for adults bringing delight in rainy weather,65+,Female,Happy,rainy
EDIT41E7QVLOBZHH,waterproof boots for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
0T1UVKF01AI00257,ladies raincoat for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
JOARXBJVSV6FDZEH,ladies winter jacket for kids bringing simple in cold weather,Kids,Female,neutral,cold
XL7485OVFPUYEXDV,ladies umbrella for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
K9TNO0DNRGULAVF0,raincoat for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
JY5GM3GO33SZDAXV,cozy beanie for adults bringing comfort in cold weather,65+,Male,Angry,cold
9SRP6G8I5UAA5QPW,warm hoodie for adults bringing comfort in cold weather,65+,Male,Angry,cold
7CZ3WH10YEPPDEHU,soft gloves for adults bringing delight in cold weather,65+,Male,Happy,cold
W289SJFJ5K0YCRPS,umbrella for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
8ILPXNX9JDW8I9V7,ladies soft gloves for adults bringing comfort in cold weather,65+,Female,Angry,cold
PB7RHVGADFSZLIC5,winter jacket for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
45MH99C7SKHULLBN,cozy beanie for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
XNCAMDX05WAO7QPC,windbreaker for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
Q0G0N2UKUX3XPLEL,thermal wear for young adults bringing delight in cold weather,18-39,Female,Happy,cold
ULS3M9WV1UIPXVAL,windbreaker for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
RRXVQUWV5EZNV262,ladies raincoat for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
AQAVKMOB1FBFUQH9,warm hoodie for kids bringing comfort in cold weather,Kids,Female,Angry,cold
DKQ4LVNVUD1C6HP8,umbrella for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
KENV8ALXNPGQPSV7,cozy beanie for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
ISE7Z4H3C4592LZF,ladies windbreaker for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
J2O2ZCAFWXAO8SBZ,ladies tea pack for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
PTMEFCPLDPWP9OGJ,ladies raincoat for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
AC2EXMHVX8ULKF52,moisture cream for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
W6G39KYTHPPBTCUA,winter jacket for young adults bringing delight in cold weather,18-39,Female,Happy,cold
B48YTREZB1HPNCUM,soft gloves for kids bringing simple in cold weather,Kids,Male,neutral,cold
911TJFQYUUFUZYYU,raincoat for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
YHVINUALMWM8JLM1,ladies raincoat for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
82YEO85PAGLSM42D,cozy beanie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
D5VLZC2QCB1LEWX7,winter jacket for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
71QV58GL17GWM1IM,moisture cream for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
87W2K0TKVG0VH15E,raincoat for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
UHXAI2772M2J0YCR,cozy beanie for kids bringing comfort in cold weather,Kids,Female,Angry,cold
J9EAOQ6AM9WSTSSJ,warm hoodie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
95R478J5FYND1JAU,soft gloves for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
AKUPC4YOI2E1P6WZ,tea pack for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
LIJFIDIHHQSWO9WV,raincoat for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
MJEQGDKGSKW13L2N,tea pack for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
PJGC8MJ525EI7032,ladies waterproof boots for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
85BKJWRPEB0RMWYY,soft gloves for kids bringing simple in cold weather,Kids,Male,neutral,cold
8CPHQHJWHPULIS5C,windbreaker for adults bringing delight in rainy weather,65+,Female,Happy,rainy
GVY32VPKIWKCN9LC,winter jacket for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
HVXWZSP449WKCKQO,ladies raincoat for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
ZGAF5ALIGYQ5F2BX,hot coffee for adults bringing delight in cold weather,65+,Female,Happy,cold
48BXSNL9HXZ756X5,hot coffee for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
KCL7IBPDB3HRQX42,moisture cream for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
F29UAZ5F9M40RE9Q,ladies raincoat for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
HD1T63GG0AZQIJ1U,ladies hot coffee for adults bringing warmth in cold weather,65+,Female,Sad,cold
OV066CE3RJTIKW9Z,raincoat for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
1YY5DZNBBRC6L8KF,raincoat for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
HL5ZFJBV9RAWYKJH,ladies winter jacket for adults bringing warmth in cold weather,65+,Female,Sad,cold
NY1MKPYB5IN7YAYS,cozy beanie for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
ANZAJ1B57J9TOVQJ,ladies thermal wear for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
PGM780GMHUFYGMLW,ladies waterproof boots for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
9OV1OH2YBPX6LZYY,ladies soft gloves for teenagers bringing comfort in cold weather,10-18,Female,Angry,cold
ZVYBR35IRODMTCDK,umbrella for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
CZ9WLF8TI28XGI92,warm hoodie for young adults bringing simple in cold weather,18-39,Male,neutral,cold
ICVWYNE73NTVYGND,umbrella for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
KCQL4Y33M53NL3FF,waterproof boots for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
JY8ECRNBYAODM1JA,ladies warm hoodie for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
WL6UXLLSKLO1E4LC,soft gloves for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
Z9CL9DEASVEXZOCG,ladies raincoat for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
AOCNZDQZWGML685E,moisture cream for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
ZND4FMZ7CHA3W48B,windbreaker for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
G8ORRJ1G8WI2VCUP,winter jacket for adults bringing simple in cold weather,65+,Female,neutral,cold
NLM5SWLMB0S6LM0Z,umbrella for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
PR07NUR3B0EJYYJE,moisture cream for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
0BH3DXJKTDDJQB96,moisture cream for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
NDYDGNUX1VK18BJV,hot coffee for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
8I56PTK1YJE0OBKJ,raincoat for adults bringing simple in rainy weather,65+,Female,neutral,rainy
5FQYCROP2DD8DTNJ,raincoat for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
9IHX93TH3M7U5NP6,cozy beanie for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
BG17ORIBGS0XOLZG,hot coffee for adults bringing comfort in cold weather,65+,Male,Angry,cold
1X9YCOQWC3RC9DL8,moisture cream for adults bringing simple in rainy weather,65+,Male,neutral,rainy
JMX52AYDZU4HN0YB,soft gloves for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
0PWSDTXIHIM5QFGO,moisture cream for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
4UL505YT2A8XUDZE,cozy beanie for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
8SFJBLV1H90JZHP2,winter jacket for kids bringing delight in cold weather,Kids,Male,Happy,cold
VGIU77ZGBRSJGVXX,thermal wear for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
YKZ26K3REQ13JWPS,ladies winter jacket for young adults bringing delight in cold weather,18-39,Female,Happy,cold
6IG9K0Y9WJTWTQPW,raincoat for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
COGS6PXXBTZQK81U,ladies waterproof boots for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
QN84FEFWUY3OW2GZ,warm hoodie for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
E73KZO4DMTUDQUR3,ladies hot coffee for kids bringing warmth in cold weather,Kids,Female,Sad,cold
VIJ5HS02QF23PRCD,warm hoodie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
XQOJ3D10CBGUJE1M,soft gloves for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
C25RV0CRRV9LJN6E,cozy beanie for adults bringing warmth in cold weather,65+,Male,Sad,cold
ZOHZARF5W2Q35W1V,warm hoodie for kids bringing comfort in cold weather,Kids,Female,Angry,cold
ZXN0PTIIH302KYZD,tea pack for adults bringing delight in rainy weather,65+,Male,Happy,rainy
MX7LHSOBQIQMNV3C,thermal wear for adults bringing comfort in cold weather,65+,Female,Angry,cold
S9SB27CBLAYKWTNA,waterproof boots for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
Z73LTYQUSG8PPUGW,windbreaker for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
YVK4FC0S7W4FFZRJ,umbrella for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
6VWIXPCVSDPI0OMI,hot coffee for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
WGU4QJCUHKDZIRZA,cozy beanie for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
FS7E5EPXTN16US0O,thermal wear for adults bringing simple in cold weather,65+,Male,neutral,cold
XCFM289A5PFNAYE8,winter jacket for teenagers bringing comfort in cold weather,10-18,Female,Angry,cold
NVQ0SN0TQRVZX34C,hot coffee for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
9SRFS3DYMIW2YN9F,umbrella for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
SFLQ1RPVW8NMI7J6,waterproof boots for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
EYQE88MXT8IOYZMW,raincoat for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
G5LRUTB4ZW0K2Q46,winter jacket for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
C77KU291SJYDC2Z5,moisture cream for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
S8YPP32K8BS9ODF1,tea pack for adults bringing delight in rainy weather,65+,Female,Happy,rainy
LKLAJEBLGFJO9X2A,moisture cream for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
PDOSQ9YAXKGHVZOL,umbrella for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
Q9424VFRF9LZIUEP,ladies warm hoodie for kids bringing simple in cold weather,Kids,Female,neutral,cold
CI31G2NN00K6MT7Y,cozy beanie for adults bringing comfort in cold weather,65+,Female,Angry,cold
A8JMMIBLU0WSX6TI,winter jacket for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
6LU07L2QD6MZVDSG,tea pack for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
CIIQ2TWAFYELAZNC,windbreaker for adults bringing delight in rainy weather,65+,Female,Happy,rainy
0JLN6W8L6SFV99QW,soft gloves for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
7UKVPHAUZD7ST19Y,hot coffee for adults bringing warmth in cold weather,65+,Female,Sad,cold
XX8GAM8CGO7KJT8O,ladies raincoat for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
NUPGK28EG8S4UPQG,cozy beanie for young adults bringing simple in cold weather,18-39,Male,neutral,cold
D5MHNE9E88IA8FRT,ladies soft gloves for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
GGF4RBB5BTUC9CF9,moisture cream for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
1RVP87GKDRTMAE3K,ladies windbreaker for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
K4NYC8AFEMSY4M6N,winter jacket for kids bringing simple in cold weather,Kids,Male,neutral,cold
AYMJFCHW3PGOYO3H,cozy beanie for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
YAKBYZGNR8BPSL92,warm hoodie for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
HZU3QJ3819YA9N9X,ladies hot coffee for kids bringing delight in cold weather,Kids,Female,Happy,cold
H6LWQZZZ3XRK7U95,raincoat for adults bringing simple in rainy weather,65+,Female,neutral,rainy
LQJPJXKRPYB67NFL,warm hoodie for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
HMJR1SJFZ88TFFU6,ladies cozy beanie for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
20J1V6FJMJFI88RX,warm hoodie for kids bringing delight in cold weather,Kids,Male,Happy,cold
AAZ4YZ5GFM4J7XXL,tea pack for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
HR5THKP1MHOUSPHO,warm hoodie for adults bringing simple in cold weather,65+,Male,neutral,cold
AINA76CU1ZO96MA2,ladies warm hoodie for kids bringing warmth in cold weather,Kids,Female,Sad,cold
QUA13H5GQYQH7OT9,raincoat for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
5CS2DH6QPKFXWEE2,soft gloves for adults bringing comfort in cold weather,65+,Male,Angry,cold
W8CM72VF9N88AYH0,ladies tea pack for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
62YXN7JW5YP383GL,hot coffee for adults bringing delight in cold weather,65+,Male,Happy,cold
1O51VBXLK9H4YN9P,winter jacket for kids bringing simple in cold weather,Kids,Male,neutral,cold
FEYSEBSUSC5U2E16,raincoat for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
XUU1AA9060NQAR8N,ladies thermal wear for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
IIG49NZ14YF1VPEK,umbrella for adults bringing simple in rainy weather,65+,Male,neutral,rainy
T2I23UOABAOVDFDA,soft gloves for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
4SUO6EPIHC6DD4LJ,thermal wear for adults bringing comfort in cold weather,65+,Male,Angry,cold
Q2M2X4D8Z63M1C9O,cozy beanie for adults bringing comfort in cold weather,65+,Male,Angry,cold
K2IS3AEC48NPPYXJ,ladies moisture cream for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
IALNUI4FAQOUIO7T,cozy beanie for young adults bringing delight in cold weather,18-39,Female,Happy,cold
K5T8E5ZB75U96W10,soft gloves for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
YCDZEOJP1RNQVJ57,cozy beanie for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
ZI63R0DCE0H19UH2,cozy beanie for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
8HIOA6XFBRQ2JVO1,winter jacket for adults bringing simple in cold weather,65+,Male,neutral,cold
M3RCJBEILGXNGO79,tea pack for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
7VGPO5828R8QRGZT,windbreaker for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
3SU0LZK5XESUHKWJ,winter jacket for kids bringing simple in cold weather,Kids,Male,neutral,cold
7QKF0J9V2O7S50ED,windbreaker for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
I5PD7TDJRTUU2WQL,hot coffee for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
N8NK3TJH40MEX5SL,thermal wear for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
2DZ2IKU4DPWBELLX,winter jacket for young adults bringing delight in cold weather,18-39,Male,Happy,cold
BJ41LOXFF61GNOEA,ladies soft gloves for adults bringing simple in cold weather,65+,Female,neutral,cold
V947EXULEZIQZD5I,tea pack for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
4VA0S79JFU1MNRKT,ladies hot coffee for adults bringing warmth in cold weather,65+,Female,Sad,cold
SJMEJAO5YOQF33TU,warm hoodie for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
WDXC5TNGJZLSTK1A,ladies umbrella for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
MSBNXH0WEM8JN1AX,windbreaker for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
A0M04NXB1GRKCN90,warm hoodie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
IA5W5Y2VLTH74DUX,ladies raincoat for adults bringing simple in rainy weather,65+,Female,neutral,rainy
OPW1JKRPJ0CZ5ML2,ladies warm hoodie for kids bringing comfort in cold weather,Kids,Female,Angry,cold
ATPWY9IMOZ6GW5EQ,cozy beanie for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
P3DN4E4F0QJQ2IPL,hot coffee for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
LD5O7FUJQI3BDHYB,ladies tea pack for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
1Z5A8AJKG2AUFV40,ladies moisture cream for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
VI7FECT6NXWGW7HH,soft gloves for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
2I95NALAO4YHRJ48,windbreaker for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
X8PVATFQK6K9309F,thermal wear for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
XTKO4SM7YW2YLXCH,thermal wear for adults bringing warmth in cold weather,65+,Male,Sad,cold
N7V1FLAUOV2DKCUW,raincoat for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
SFW722TSC45G7WH4,soft gloves for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
03PDOPAP9CF3TODJ,hot coffee for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
IMTHYTY2D31262UQ,windbreaker for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
GW9BY165FS5WU9H8,thermal wear for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
G520KCLJI901BZWJ,ladies moisture cream for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
IVALNI0323FJJFGZ,ladies tea pack for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
58J9GC7O1BBWCSJ6,tea pack for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
1FY60WCEGN7LVIRS,hot coffee for young adults bringing simple in cold weather,18-39,Male,neutral,cold
GSHWP3059890N84M,ladies cozy beanie for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
NE3591P7UH3RMMLZ,moisture cream for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
UFGLR07U3W85QO43,waterproof boots for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
TLMVM5YB35CHN43H,moisture cream for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
JZRPJY06PXBBO9J7,hot coffee for kids bringing comfort in cold weather,Kids,Male,Angry,cold
SNNDU5S70GNKLS7Q,thermal wear for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
ZQAT19ZMLN3OX1TS,soft gloves for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
GRWVF877WWV1GN96,raincoat for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
CI348VS7XPAKL497,tea pack for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
DBBSRXE8LYSNZZU0,cozy beanie for adults bringing delight in cold weather,65+,Male,Happy,cold
